paper_number,doi,year_published,journal,article_type,data_used,data_availability,data_availability_text,data_link,data_archive,data_doi,data_license,data_license_type,data_download,data_open,data_format,data_README,data_README_scale,data_completeness,code_used,code_alert,code_archived,code_availability,code_link,code_archive,code_doi,code_license,code_license_type,code_CITATION,code_download,code_open,code_format,code_language,code_README,code_README_scale,code_annotation_scale,code_vignette,code_Rpackage_available,code_application_cited,code_comments,country_first,comments,recorder_ID
6153,10.1002/pan3.10149,2020,People and Nature,Research Article,Yes,Yes,"We used interview and focus group data for this research. Our raw data are not publicly available for confidentiality reasons, as they contain social, cultural and language data that may not be interpreted outside of their Nyikina context. They will be archived with Griffith University and Walalakoo Aboriginal Corporation.",No,Other repo/database,No,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Australia,NA,132
1012,10.1111/1365-2656.12926,2018,Journal of Animal Ecology,Research Article,Yes,Yes,"Brownian bridge utilization distributions and GPS point data for migratory animals are available at the Dryad Digital Repository: https://doi.org/10.5061/dryad.m57t6d7 (Sawyer, Merkle, Middleton, Dwinnell, & Monteith, 2018).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv;.xml;.shp;.img,Yes,5,Complete,Yes,"We parameterized BBMMs with 10 m location error and 100 ?� 100 m grid cell size using the ���BBMM��� package in R (R Foundation for Statistical Computing, Vienna, Austria).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,NA,82
2748,10.1111/1365-2745.14155,2023,Journal of Ecology,Research Article,Yes,No,"All code used for the analyses of this paper are archived on Zenodo https://doi.org/10.5281/zenodo.8026981 (Evers et al., 2023).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Zenodo,Yes,Yes,Other,No,Yes,Yes,native source code,R;Shell,Yes,1,2,No,Not an R package,7,NA,Germany,NA,3
755,10.1111/1365-2664.14066,2021,Journal of Applied Ecology,Research Article,Yes,Yes,"Data available via the Dryad Digital Repository https://doi.org/10.5061/dryad.sn02v6x51 (Li et al., 2021).",Yes,Dryad,Yes,NA,CC0,Yes,Yes,.csv/.tsv,NA,NA,Complete,Yes,"The significance level was set at p ≤ 0.05, which were performed using R (version 3.4.3, R Core Team, 2019).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,NA,83
4700,10.1111/1365-2435.13112,2018,Functional Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.sg2bn08 (Bristiel et al., 2018).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,2,High,Yes,"All statistical analyses were performed using r (version 0.99.879; RStudio Team, 2015).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,France,"No code was provided, but stated packages and standard R commands  that were used (e.g. Kruskak_Wallis test, Spearman correlation test, PCA...)",16
5340,10.1111/1365-2656.14132,2024,Journal of Animal Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.0000000bg (da Silva & Diamond, 2024).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,7,Complete,Yes,"2.4 Statistical analysis
Statistical analyses were performed in the R version 4.2.1 (R Core Team, 2023)",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,NA,136
104,10.1111/1365-2664.13904,2021,Journal of Applied Ecology,Research Article,Yes,Yes,"Data available via the Dryad Digital Repository https://doi.org/10.5061/dryad.83bk3j9rf (Li et al., 2021).",No,Dryad,"Yes, but DOI not found/incorrect",Unsure,CC0,NA,NA,NA,Unsure,NA,NA,Unsure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,Broken DOI link,9
7342,10.1111/1365-2656.13671,2022,Journal of Animal Ecology,Research Article,Yes,Yes,"Data are available from Auburn University Data Repository (AUrora) at: https://doi.org/10.35099/aurora-91 (Fargevieille et al., 2022).",Yes,Other repo/database,Yes,Unsure,NA,Yes,Yes,.txt,Yes,6,Unsure,Yes,"We used two linear mixed models (package lme4 in r; Bates et al., 2015; R Core Team, 2020) to test our predictions of decreased fecundity and population growth rate in populations with a small propagule size.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,NA,2
178,10.1111/1365-2664.14415,2023,Journal of Applied Ecology,Research Article,Yes,Yes,"Environmental and ecological features are derived from publicly available sources, including the flying fox monitoring project (https://www.data.qld.gov.au/dataset/flying-fox-monitoring-program), land cover (http://pid.geoscience.gov.au/dataset/ga/71071), human population density (landscan.ornl.gov) and gridded weather and vegetation quality (http://www.bom.gov.au/climate/averages/climatology/gridded-data-info/gridded_datasets_summary.shtml). The list of spillover events is available in Cornell University eCommons Digital Repository (https://doi.org/10.7298/3dbp-t721). The exact locations and analysis pipeline cannot be made public because of privacy issues relevant to infected properties.",Yes,Other repo/database,Yes,Yes,CC0,"Yes, but not all data",Yes,.csv/.tsv;.xls(x),Yes,7,Low,Yes,"We fit the models by 10-fold cross-validation implemented with gbm.step in the package dismo (Hijmans et al., 2020) in R (R Core Team, 2021).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,NA,40
6028,10.1111/1365-2745.12930,2018,Journal of Ecology,Research Article,Yes,Yes,"Data associated with this paper have been deposited in the Environmental Climate Data Sweden depository https://ecds.se/dataset/species-distribution-modelling-data-for-23-dead-wood-inhabiting-bryophytes (File Identifier: df949937-d212-417e-9622-50419ca28907) (Löbel, 2018).",Yes,Other repo/database,Yes,Unsure,NA,Yes,Yes,.txt,No,NA,Complete,Yes,"Models were fitted using r version 3.1.2 (R Core Team, 2014).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Germany;Sweden,NA,36
1501,10.1111/2041-210X.14366,2024,Methods in Ecology and Evolution,Research Article,Yes,Yes,"Data are available via the Dryad Digital Repository https://doi.org/10.5061/dryad.ffbg79d38 (Gómez-Martínez & Lázaro, 2024). Code available via Zenodo https://doi.org/10.5281/zenodo.11221946 (Gómez-Martínez, 2024a) and https://doi.org/10.5281/zenodo.11221951 (Gómez-Martínez, 2024b).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),Yes,8,Complete,Yes,NA,Yes,Yes,Yes,"GitHub, Codeberg, Gitlab, or similar platform;Zenodo",Yes,Yes,CC BY,No,Yes,Yes,native source code,R,Yes,1,5,No,Not an R package,NA,"Some files comprehensively and usefully commented, others completely blank",Spain,"Did not attempt to run the code with the provided data files, it is possible some are missing/incorrectly formatted. README gives no indication of run order for the disparate scripts, and I am not familiar with the analysis or discipline in order to identify that myself.",126
1131,10.1111/1365-2745.13873,2022,Journal of Ecology,Research Article,No,NA,"The data are stored as the China Plant Trait Database (Wang et al., 2018) in PANGAEA https://doi.pangaea.de/10.1594/PANGAEA.871819 (Wang et al., 2017).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unsure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,NA,35
71,10.1002/pan3.10338,2022,People and Nature,Research Article,Yes,Yes,Data are available on the Dryad Digital Repository at https://doi.org/10.5061/dryad.tb2rbp02z.,Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,6,Complete,Yes,"Data analyses were performed in R 4.0.5 (R Core Team, 2021).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ireland,NA,20
782,10.1111/2041-210X.14002,2022,Methods in Ecology and Evolution,Research Article,Yes,Yes,"All the data generated in this manuscript were created using code written in R. The R scripts that generated this data (Cameron et al., 2022) are available at the url https://doi.org/10.5281/zenodo.7115671.",Yes,Zenodo,Yes,Yes,NA,Yes,No,.txt,Yes,3,NA,Yes,NA,Yes,Yes,Yes,Zenodo,Yes,Unsure,NA,No,Yes,Yes,native source code,R,Yes,4,3,No,Not an R package,NA,NA,United Kingdom of Great Britain and Northern Ireland,NA,134
1028,10.1111/1365-2745.14398,2024,Journal of Ecology,Research Article,Yes,Yes,"DATA AVAILABILITY STATEMENT
The data supporting the findings of this study are available at https://doi.org/10.6084/m9.figshare.26047738.v1 (He, 2024). The sequence data have been deposited in the NCBI with the accession number PRJNA976494.",Yes,Figshare,Yes,Yes,CC BY,Yes,Yes,.xls(x),No,NA,Fair,Yes,"we performed linear mixed models to test the dependence of these variables on ‘field type’ (invaded vs. non-invaded fields), latitude (a unique value for each site) and their interaction using the lme4 package (Bates et al., 2015) in R (version 4.4.2)",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,NA,127
8103,10.1111/1365-2656.13160,2020,Journal of Animal Ecology,Research Article,Yes,Yes,"Data are available in Dryad Digital Repository: https://doi.org/10.5061/dryad.2rbnzs7hz (Gilsenan, Valcu, & Kempenaers, 2019).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.RDS,Yes,3,Complete,Yes,"We used the free software r (version 3.4.1 and later; R Core
Team, 2017) for statistical analyses.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Germany,NA,122
2041,10.1111/1365-2745.14083,2023,Journal of Ecology,Research Article,Yes,Yes,"Data used for the statistical analyses are archived at Zenodo https://doi.org/10.5281/zenodo.7580640 (Ahmad et al., 2023).",Yes,Zenodo,Yes,Yes,CC BY,Yes,Yes,.csv/.tsv;.xls(x),No,NA,NA,Yes,"All statistical analyses were performed in R version 4.1.0 (R Core Team, 2022).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,India,NA,128
7914,10.1111/1365-2664.13241,2018,Journal of Applied Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.nn2j150 (Naujokaitis-Lewis, Pomara, & Zuckerberg, 2018).

Note: Eastern Massasauga Rattlesnake population status and location data are sensitive and have not been archived.",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.txt;.xls(x),Yes,5,Fair,Yes,NA,Yes,No,Yes,Dryad,Yes,Unsure,NA,No,Yes,Maybe if I had the right software,native source code,R,No,NA,5,No,No,NA,NA,Canada,NA,89
1834,10.1111/1365-2664.14278,2022,Journal of Applied Ecology,Research Article,Yes,Yes,"The data underlying our results in Figure 4 have been made available in the Supporting Information file via the Dryad Digital Depository https://doi.org/10.5061/dryad.7m0cfxpxr (Løvschal & Damgaard, 2022).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),Yes,2,High,Yes,"""The ordinal resilience classifications were coded with integer values
from one (low) to four (high) and analysed using linear ordinal regres-
sion models with the R procedure polr"" and ""Using the selected model and the R package...""",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Denmark,NA,22
7125,10.1111/1365-2656.12956,2019,Journal of Animal Ecology,Research Article,Yes,Yes,"Data associated with this manuscript are available from the Dryad Digital Repository: https://doi.org/10.5061/dryad.55c84q7 (Cruz-Font, Shuter, Blanchfield, Minns, & Rennie, 2018).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,8,High,Yes,"This model was fitted using the “lme4” package (Bates, Maechler, Bolker, & Walker, 2015) within the R environment (R Core Team 2017).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,NA,87
2343,10.1111/1365-2656.13447,2021,Journal of Animal Ecology,Research Article,Yes,Yes,"The Gulf of Riga metaweb food web, that is, the pairwise trophic interaction list including references, as well as body mass of each taxon including references, is available in the Dryad Digital Repository: https://doi.org/10.5061/dryad.6t1g1jwwn (Kortsch et al., 2021). An R script tutorial to perform the food web analyses on the metaweb is available through GitHub: https://rfrelat.github.io/BalticFoodWeb.html via: https://doi.org/10.5281/zenodo.3902039 (Kortsch et al., 2020).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),Yes,2,Complete,Yes,NA,Yes,Yes,Yes,"GitHub, Codeberg, Gitlab, or similar platform;Zenodo",Yes,Yes,CC BY derivatives,No,Yes,Yes,native source code;notebook,R;HTML,Yes,2,8,Yes,Unable to check,NA,NA,Finland,NA,51
307,10.1111/1365-2656.14015,2023,Journal of Animal Ecology,Research Article,Yes,Yes,"Data and code available from the Open Science Framework https://doi.org/10.17605/OSF.IO/PNJFW (Beck et al., 2023).",Yes,Other repo/database,Yes,No,NA,Yes,Yes,.Rdata,No,NA,Complete,Yes,NA,Yes,Yes,Yes,Other repo/database,Yes,No,NA,No,Yes,Yes,native source code,R,No,NA,4,No,Not an R package,NA,NA,United Kingdom of Great Britain and Northern Ireland,NA,78
1939,10.1111/1365-2745.13492,2020,Journal of Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.sbcc2fr45 (Calixto, Novaes, et al., 2020).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),No,NA,Complete,Yes,"We performed all statistical analyses in R software 4.0.0 (R Core Team, 2020). Packages used are detailed in each analysis below.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,NA,105
30,10.1111/2041-210X.13650,2021,Methods in Ecology and Evolution,Research Article,No,NA,"The methodology to estimate the AOA has been implemented and published in the R package cast (Meyer, 2021a) which is available on CRAN. The simulation studies and all figures of this paper can be reproduced using the R-markdown scripts available from https://doi.org/10.5281/zenodo.4764404 (Meyer, 2021b; or use the developer version: https://github.com/HannaMeyer/MEE_AOA). This repository further includes more detailed figures on the methodology.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Zenodo,Yes,Yes,GPL,Yes,Yes,Yes,native source code;notebook,R,Yes,8,10,No,Yes,NA,NA,NA,The package published in the paper is also separately published on CRAN.,143
3000,10.1111/1365-2664.14013,2021,Journal of Applied Ecology,Research Article,Yes,Yes,"DATA AVAILABILITY STATEMENT
Data available via Zenodo https://doi.org/10.5281/zenodo.3516971 (Hertzog et al., 2021).",Yes,Zenodo,Yes,No,NA,Yes,Yes,.csv/.tsv,Yes,5,Complete,Yes,NA,Yes,No,Yes,Zenodo,"Yes, same as data",No,NA,No,Yes,Yes,native source code,R,Yes,1,6,No,No,NA,NA,Belgium,NA,10
1444,10.1111/1365-2664.14399,2023,Journal of Applied Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository: https://doi.org/10.5061/dryad.dv41ns238 (LeCroy et al., 2023).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,6,Fair,Yes,All statistical analyses were conducted in R version 4.0.4.,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,NA,75
1180,10.1111/1365-2745.12892,2017,Journal of Ecology,Research Article,Yes,Yes,"Data deposited in the Dryad Digital Repository http://datadryad.org/resource/doi:10.5061/dryad.bd124 (Boulanger, Taylor, Price, Cyr, Sainte-Marie, 2013).

All data and R codes are also available at the following web address: https://github.com/dcyr.",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.txt;.tif,No,NA,Unsure,Yes,NA,Yes,Yes,No,"GitHub, Codeberg, Gitlab, or similar platform",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,The code link took us to the authors GitHub where it was impossible to determine which code related to this paper and therefore answer the code questions.,43
783,10.1111/1365-2664.13838,2021,Journal of Applied Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.jm63xsj93 (Westgate et al., 2021).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,No,NA,Unsure,Yes,"""We investigated trends in bird species occurrences using multivariate latent variable models (LVMs), as implemented in the r package boral (Hui, 2016).""",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Australia,NA,134
1052,10.1111/1365-2664.13538,2019,Journal of Applied Ecology,Research Article,Yes,Yes,"Data available via the Dryad Digital Repository https://doi.org/10.5061/dryad.n2z34tms5 (Soria et al., 2019).",Yes,Dryad,Yes,Yes,CC0,Yes,NA,.txt,Yes,5,NA,Yes,NA,Yes,No,Yes,Dryad,Yes,Yes,CC0,No,Yes,Yes,native source code,R,Yes,4,9,No,Not an R package,NA,NA,Spain,NA,26
1193,10.1111/1365-2435.14678,2024,Functional Ecology,Research Article,Yes,Yes,"All data packages and R scripts used in this study are avail -able through the Environmental Data Initiative: https:// doi.org/ 10. 6073/ pasta/ 3aa17817f2 8596b 2823d 49247 4a8a409 (Hallmark, 2024)",Yes,Other repo/database,Yes,Yes,CC BY,Yes,Yes,.csv/.tsv,Yes,3,Unsure,Yes,"All data packages and R scripts used in this study are avail -able through the Environmental Data Initiative: https:// doi.org/ 10. 6073/ pasta/ 3aa17817f2 8596b 2823d 49247 4a8a409 (Hallmark, 2024).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,NA,12
6154,10.1111/1365-2745.13815,2021,Journal of Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository https://doi-org.ezproxy.scu.edu.au/10.5061/dryad.qv9s4mwg1 (Nasto et al., 2021).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,10,Complete,Yes,"Sequence reads were demultiplexed using the q2-demux plugin (https://github.com/qiime2/q2-demux) on the platform ‘Quantitative insights into microbial ecology 2’ (QIIME2 version 2018.8; https://qiime2.org/; Bolyen et al., 2018). ... Compositional analyses of microbial communities were performed on Bray–Curtis distances of Hellinger transformed, rarefied sequence abundances using the Vegan package in r (Oksanen et al., 2019) unless otherwise noted.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,NA,132
3997,10.1002/pan3.10084,2020,People and Nature,Research Article,Yes,Yes,"Data deposited in the Dryad Digital Repository https://doi.org/10.5061/dryad.zs7h44j5b (Whittaker, 2020).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,No,NA,Complete,No,"I analysed the Bayesian Belief Networks in Netica (Norsys, 2016) using a conjugate gradient descent algorithm. I also ran sensitivity analyses on the primary node of each Bayesian Belief Network to identify the determinants in each network that exerted the greatest influence on the outcome of the primary node. Additional notes on model parameters are available in Appendix S1 of the Supporting Information for this article.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada;United States of America,"It is stated that the data made available can be used to reproduce the analyses, but is very unclear in the instructions as to how to use this data for someone unfamiliar with the analyses",28
237,10.1111/1365-2656.14234,2024,Journal of Animal Ecology,Research Article,Yes,Yes,Data and code to reproduce all analyses are available at https://github.com/devisatarkar/SocNet_ASRemL_herit-natal.,Yes,"GitHub, GitLab, Codeberg or similar platform",No,No,NA,Yes,Yes,.csv/.tsv;.RDS,Yes,7,Complete,Yes,NA,Yes,No,Yes,"GitHub, Codeberg, Gitlab, or similar platform",No,No,NA,No,Yes,Yes,native source code,R,No,NA,NA,No,Not an R package,NA,NA,NA,NA,123
4154,10.1111/1365-2656.14169,2024,Journal of Animal Ecology,Research Article,Yes,Yes,"Data available from figshare https://figshare.com/s/10750d4412dcd6cde0d7 (Schausberger & Nguyen, 2024).",Yes,Figshare,Unsure,NA,CC BY,Yes,Yes,.csv/.tsv,No,NA,High,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Austria,NA,96
