Timestamp,1. Paper number,2. DOI of paper (please copy paste to avoid errors),3. Year of publication (on spreadsheet),4. Journal  (on spreadsheet),5. Article type  (on spreadsheet),6. Please paste the text of the Data Availability statement here,7. Does the paper have data?,1. Country of corresponding author  (on spreadsheet),"2. Country of first author. Use their main address on the paper. There may be more than one. We mean the address that is next to their name on the paper, NOT any “current address” that may be added for people who have recently moved institutions.","3. What georegion(s) were any novel data used in the paper collected from? Select all that apply. NOTE THIS MEANS DATA THAT WERE PHYSICALLY COLLECTED IN THESE COUNTRIES, DO NOT INCLUDE THINGS WHERE THE AUTHORS USED A DATASET FROM FRANCE BUT DID NOT ACTUALLY GO TO FRANCE TO COLLECT DATA :)",4. Are any authors (use their main address on the paper) based in the georegion the data were collected from?  Also check the Acknowledgments to see if data labourers from the georegion who are not authors are mentioned there instead.,Any comments about data equity that these Qs don't cover?,1. Are the data mentioned in the Data Availability statement?,2. Are you able to find the data using the link/instructions in the Data Availability statement?,3. Where are the data archived?,4. Does the dataset have a DOI?,5. Can you download the data?,6. Can you open the data?,7. What format are the data in?,8. Does the data have a README/metadata?,9. How useful is the README/metadata? Read the notes in the protocol to help with decisions here. SKIP THIS Q IF NO README EXISTS.,10. How complete is the archived data?,11. Does the data have a license?,"12. If yes, what license?",13. Has the data been cited (excluding the original paper it was archived for)? You can find this information on the Dryad and Figshare landing pages for the dataset on the right hand side. For other repositories it varies. If you can't find out easily just pick Unsure.,"14. If yes, how many times?  Enter number or Unclear",15. Has the data been cited by someone other than the original authors? You can find this by clicking on the citations and looking at the papers that cite the data.,"16. If yes, how many times? (excluding the original paper it was archived for) Enter number or Unclear","17. For any paper(s) citing the data, what georegions are on the authors main addresses (i.e. when doing the work)? Please select all relevant options.",0.1 Does the paper use code?,"0.2 If the paper uses code, and this is NOT archived (i.e. they mention using R or Python but don't provide any scripts) please copy-paste the text from the paper that alerted you to them using code...",0.3 Does the paper have archived code?,1. Is the code archiving described in the Data Availability (or equivalent) statement?,*Please paste the section of the text that refers to the archived code if this is NOT part of the Data Availability Statement*.,2. Are you able to find the code using the link/instructions in the Data Availability (or equivalent) statement?,3. Where are the code archived?,4. Does the code have a DOI?,5. Can you download the code?,6. Can you open the code?,7. What language is the code written in?,8. What format is the code in?,9. Does the code have a README?,10. How useful is the README? See the protocol for help with making decisions about this. SKIP THIS Q IF NO README EXISTS.,11. How well is the code annotated? See the protocol for help with making decisions about this.,12. Does the code have a separate vignette with examples of how the code should be used?,"13. If the code is an R Package, and it was previously available on CRAN/Bioconductor (as stated in the Data Availability statement), is it still available? Check this by trying to install it on the most recent version of R. If you don't know how to do this/can't do this choose ""Unable to check""","14. If the code is a package in another language (e.g. Python) published on PyPI please put the name of the package here and where it has been deposited we will see if it is still available. If you know how to look this up yourself, please do and mention whether it is still available here (Yes/No)",15. Does the code have a CITATION file?,16. Does the code have a license?,"17. If yes, what license?",18. APPLICATION papers only. How many times has the paper been cited? You can find this on the landing page of the paper.,19. Has the code been cited (excluding the original paper it was archived for)? Code = the archived code (not the paper or package).,"20. If yes, how many times? (excluding the original paper it was archived for) Enter number or Unclear","21. Do you have any other comments about the code? For example for those familiar with these processes, does the code use unit test? Doe it have continuous integration? Does it use docker/other containers?",21. Has the code been cited by someone other than the original authors?,"22. If yes, how many times? Enter number or Unclear",1. Did you have any issues recording data for this paper? If yes we will go back and check it for you later.,2. Any other comments about this paper?,2. What date did you do this? (YYYY-MM-DD),...62,...63,...64,...65,...66,...67,recorder_ID
2025/09/29 1:10:17 pm GMT,6154,10.1111/1365-2745.13815,2021,Journal of Ecology,Research Article,"Data available from the Dryad Digital Repository https://doi-org.ezproxy.scu.edu.au/10.5061/dryad.qv9s4mwg1 (Nasto et al., 2021).",Yes,United States of America,United States of America,United States of America,Yes - First author;Yes - Last author;Yes - One or more middle authors;Data labourers are in the Acknowledgements but it is unclear where they are based,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv,Yes,10,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,"Cited once, very likely to be original paper",1,Unclear,Unclear,NA,Yes,"Sequence reads were demultiplexed using the q2-demux plugin (https://github.com/qiime2/q2-demux) on the platform ‘Quantitative insights into microbial ecology 2’ (QIIME2 version 2018.8; https://qiime2.org/; Bolyen et al., 2018). ... Compositional analyses of microbial communities were performed on Bray–Curtis distances of Hellinger transformed, rarefied sequence abundances using the Vegan package in r (Oksanen et al., 2019) unless otherwise noted.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,132
2025/09/29 1:11:50 pm GMT,3997,10.1002/pan3.10084,2020,People and Nature,Research Article,"Data deposited in the Dryad Digital Repository https://doi.org/10.5061/dryad.zs7h44j5b (Whittaker, 2020).",Yes,United States of America,Canada;United States of America,Malawi,No authors are based in the georegion;Yes - Data labourers from the georegion are in the Acknowledgements;Data labourers are in the Acknowledgements but it is unclear where they are based,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv,No,NA,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,NA,NA,NA,NA,No,"I analysed the Bayesian Belief Networks in Netica (Norsys, 2016) using a conjugate gradient descent algorithm. I also ran sensitivity analyses on the primary node of each Bayesian Belief Network to identify the determinants in each network that exerted the greatest influence on the outcome of the primary node. Additional notes on model parameters are available in Appendix S1 of the Supporting Information for this article.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"It is stated that the data made available can be used to reproduce the analyses, but is very unclear in the instructions as to how to use this data for someone unfamiliar with the analyses",2025-09-29,NA,NA,NA,NA,NA,NA,28
2025/09/29 1:12:01 pm GMT,237,http://doi.org/10.1111/1365-2656.14234,2024,Journal of Animal Ecology,Research Article,Data and code to reproduce all analyses are available at https://github.com/devisatarkar/SocNet_ASRemL_herit-natal.,Yes,United Kingdom of Great Britain and Northern Ireland,NA,United Kingdom of Great Britain and Northern Ireland,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,Yes,Yes,"GitHub, GitLab, Codeberg or similar platform",No,Yes,Yes,.csv/.tsv;.RDS,Yes,7,All the data necessary to reproduce all analyses and results are archived.,No,NA,No,NA,No,NA,NA,Yes,NA,Yes,No,"All analyses were conducted in R version 4.2.2 (R Core Team, 2022).
",Yes,"GitHub, Codeberg, Gitlab, or similar platform",No,Yes,Yes,"R (including Rmarkdown, Quarto)","native source code (e.g. .R, .py, .jl, etc)",No,NA,NA,No,Not an R package,NA,No,No,NA,NA,No,NA,NA,No,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,123
2025/09/29 1:12:05 pm GMT,4154,10.1111/1365-2656.14169,2024,Journal of Animal Ecology,Research Article,"Data available from figshare https://figshare.com/s/10750d4412dcd6cde0d7 (Schausberger & Nguyen, 2024).",Yes,Austria,Austria,Austria,Yes - First author;Yes - Last author,"STATEMENT ON INCLUSION
Our study brings together authors from different countries, including scientists based in the country where the study was carried out. All authors were engaged early on with the research and study design to ensure that the diverse sets of perspectives they represent were considered from the onset.",Yes,Yes,Figshare,Unsure,Yes,Yes,.csv/.tsv,No,NA,Most data are provided with only small omissions (~75% of analyses can be repeated).,NA,CC BY,Unsure,NA,Unclear,NA,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,96
2025/09/29 1:12:20 pm GMT,7915,http://doi.org/10.1111/2041-210X.13658,2021,Methods in Ecology and Evolution,Research Article,"Data deposited in the Dryad Digital Repository https://doi.org/10.5061/dryad.2547d7wqr (Kinoshita, 2021).",Yes,Japan,Japan,Japan,Yes - First author,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.xls(x),No,NA,Some analyses can be repeated but not all (~50% of analyses can be repeated).,Yes,CC0,Yes,1,No,NA,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,89
2025/09/29 1:12:35 pm GMT,2440,10.1111/1365-2745.13875,2022,Journal of Ecology,Research Article,"Data available from the Dryad Data Repository https://doi.org/10.7280/D1D99J (Campbell et al., 2022).",Yes,United States of America,United States of America,United States of America,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv,Yes,10,Unsure,Yes,CC0,No,NA,No,NA,NA,Unsure,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,50
2025/09/29 1:12:46 pm GMT,5363,http://doi.org/10.1111/1365-2435.14111,2022,Functional Ecology,Research Article,The datasets generated during and/or analysed during the current study are available in the Dryad Data Repository (https://doi.org/10.5061/dryad.2jm63xss3).,Yes,Australia,Australia,Australia,Yes - First author;Yes - Last author;Yes - One or more middle authors;Data labourers are in the Acknowledgements but it is unclear where they are based,NA,Yes,No,Dryad,Yes but DOI not found/incorrect,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,"All statistical analysis was performed in the software R version 4.0.0 (RDCT, 2020).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,53
2025/09/29 1:13:39 pm GMT,5802,http://doi.org/10.1111/1365-2664.13948,2021,Journal of Applied Ecology,Research Article,"Data available via the Dryad Digital Repository https://doi.org/10.5061/dryad.9cnp5hqfw (Gardner et al., 2020b). Process-based pollinator model freely available to download from https://github.com/yclough/poll4pop (https://doi.org/10.5281/zenodo.4001015; Gardner et al., 2020a).",Yes,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,NO DATA COLLECTED,NA,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv,Yes,10,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,Yes,1,No,NA,United Kingdom of Great Britain and Northern Ireland,Yes,"All analyses were conducted using R version 3.5.1 (R Core Team, 2018)",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"Code is mentioned in the data availability statement, but is for the general model used rather than reproducing analyses in this paper.",2025-09-29,NA,NA,NA,NA,NA,NA,104
2025/09/29 1:13:53 pm GMT,756,10.1111/1365-2745.14312,2024,Journal of Ecology,Research Article,"Data are publicly available on Dryad: https://doi.org/10.25338/B8805V (Murray, 2024a)",Yes,United States of America,United States of America,United States of America,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv,Yes,10,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,Yes,3,Yes,3,Spain;United States of America,Yes,NA,Yes,Yes,"Code is publicly available on Zenodo: https://doi.org/10.5281/zenodo.10908658 (Murray, 2024b)",Yes,Zenodo,Yes,Yes,Yes,"R (including Rmarkdown, Quarto)","markdown / notebook containing code (e.g. .Rmd, .qmd, etc)",No,NA,10,NA,Not an R package,NA,Yes,Yes,MIT,NA,No,NA,NA,No,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,83
2025/09/29 1:13:54 pm GMT,1029,10.1111/1365-2745.13240,2019,Journal of Ecology,Research Article,"DATA AVAILABILITY STATEMENT
The code and data used for the statistical analyses are available from the Dryad Digital Repository: http://doi.org/10.5061/dryad.3sj2h60 (Fogelström & Ehrlén, 2019).",Yes,Sweden,Sweden,Sweden,Yes - First author;Yes - Last author,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.txt,Yes,8,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,NA,No,NA,NA,Yes,NA,Yes,Yes,NA,Yes,Dryad,Yes,Yes,Yes,"R (including Rmarkdown, Quarto)","native source code (e.g. .R, .py, .jl, etc)",No,NA,9,No,Not an R package,NA,No,Yes,CC0,NA,No,NA,NA,No,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,127
2025/09/29 1:13:56 pm GMT,5535,10.1111/2041-210X.14314,2024,NA,Research Article,"Code is archived in Zenodo (https://doi.org/10.5281/zenodo.10782748, Pautrel et al., 2024) and also available in a git repository (https://oikolab.terroiko.fr:10001/publications/occupancy-modelling-comparison-discrete-continuous). Lynx data come from Gimenez et al. (2022) and are available in the associated git repository: https://github.com/oliviergimenez/computo-deeplearning-occupany-lynx.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,Yes,NA,Yes,"GitHub, Codeberg, Gitlab, or similar platform;Zenodo",Yes,Yes,Yes,"R (including Rmarkdown, Quarto)","native source code (e.g. .R, .py, .jl, etc);markdown / notebook containing code (e.g. .Rmd, .qmd, etc)",Yes,8,7,No,Not an R package,NA,Yes,Yes,CC BY,NA,No,NA,NA,No,NA,No,NA,29/09/2025,NA,NA,NA,NA,NA,NA,146
2025/09/29 1:15:38 pm GMT,7343,10.1111/1365-2745.12927,2018,Journal of Ecology,Research Article,"Data deposited in the Dryad Digital Repository https://doi.org/10.5061/dryad.9gn6n (Huang, Koubek, Weiser, & Herben, 2017).",Yes,Czechia,Czechia,Czechia,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv;.txt,Yes,8,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,NA,No,NA,NA,Yes,"We quantified the strength of phylogenetic conservatism in growth phenology using Pagel's λ value of each parameter (Freckleton et al., 2002). We fitted λ using a maximum likelihood approach as implemented in the function pgls from the package caper for r (Orme et al., 2012) and calculated its upper and lower confidence limits for each parameter.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,2
2025/09/29 1:15:46 pm GMT,72,https://doi.org/10.1111/1365-2664.14781,2024,Journal of Applied Ecology,Research Article,"Data available from the Dryad Digital Repository: https://doi.org/10.5061/dryad.ht76hdrr4 (Costa et al., 2024).",Yes,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,Seychelles,Yes - One or more middle authors,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv;.xls(x),Yes,9,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,NA,No,NA,NA,Yes,"All analyses were conducted in R 4.3.2 (R Core Team, 2022)",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,20
2025/09/29 1:16:12 pm GMT,105,http://doi.org/10.1111/2041-210X.13937,2022,Methods in Ecology and Evolution,Research Article,"All datasets used in this study are publicly available from NCBI GenBank (see Table 1). The newly devised pipeline is maintained and available from https://github.com/laczkol/RADOrgMiner

The RADOrgMiner v0.9 script used in this study is achieved on Zenodo (Laczkó et al., 2022) and can be accessed at: https://doi.org/10.5281/zenodo.6619190",Yes,Hungary,Hungary,NO DATA COLLECTED,NA,NA,Yes,Yes,NCBI GenBank,No,Yes,Yes,.fastq,No,NA,All the data necessary to reproduce all analyses and results are archived.,Unsure,NA,Unsure,NA,Unclear,NA,NA,Yes,NA,Yes,Yes,NA,Yes,Zenodo,Yes,Yes,Yes,Shell,"native source code (e.g. .R, .py, .jl, etc)",Yes,10,6,No,Not an R package,NA,No,Yes,GNU General public license,NA,No,NA,NA,No,NA,Yes,they use NCBI data for benchmark the pipeline,2025-09-29,NA,NA,NA,NA,NA,NA,9
2025/09/29 1:16:15 pm GMT,1322,10.1111/1365-2664.13539,2019,Journal of Applied Ecology,Research Article,"Data available via the Zenodo Digital Repository https://doi.org/10.5281/zenodo.3529849 (Basinski & Schreiner, 2019).",Yes,United States of America,United States of America,NO DATA COLLECTED,NA,"No data collected, simulation study primarily using previous papers to paramterise the models.",Yes,Yes,Zenodo,Yes,Yes,NA,Plain text files without a file extension. Some compressed as tar.xz,Yes,9,All the data necessary to reproduce all analyses and results are archived.,Yes,"Stated as ""Other (Open)""",Unsure,NA,Unclear,NA,NA,Yes,NA,Yes,"Code is not mentioned, but is archived with data in Zenodo that is described in the data statement.",NA,Yes,Zenodo,Yes,Yes,Yes,"R (including Rmarkdown, Quarto);C/C++;.nb (Wolfram Notebook File)","native source code (e.g. .R, .py, .jl, etc)",Yes,9,9,No,Not an R package,NA,No,Yes,"Quote: ""Other (Open)""",NA,Unclear,NA,Contains a makefile to aid complete re-running of the code and recreating the simulated data.,Unclear,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,103
2025/09/29 1:16:56 pm GMT,2042,10.1111/2041-210X.14367,2024,Methods in Ecology and Evolution,Research Article,"Code and data are archived on Zenodo https://doi.org/10.5281/zenodo.11390020 (Klappstein et al., 2024) and a working version of the code is available at GitHub (https://github.com/NJKlappstein/smoothSSF).",Yes,Canada,Canada,NA,Yes - First author;Yes - Last author;Yes - One or more middle authors;Yes - Data labourers from the georegion are in the Acknowledgements;Data labourers are in the Acknowledgements but it is unclear where they are based,NA,Yes,Yes,Zenodo,Yes,Yes,Yes,.csv/.tsv;.RDS,Yes,4,All the data necessary to reproduce all analyses and results are archived.,Yes,CC BY,Unsure,Unclear,Unclear,NA,NA,Yes,NA,Yes,Yes,NA,Yes,Zenodo,Yes,Yes,Yes,"R (including Rmarkdown, Quarto)","native source code (e.g. .R, .py, .jl, etc)",Yes,4,8,No,No,NA,No,Yes,CC BY,NA,Unclear,NA,NA,Unclear,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,128
2025/09/29 1:17:09 pm GMT,2003,10.1111/1365-2664.13273,2018,Journal of Applied Ecology,Research Article,"Data available via the Dryad Digital Repository https://doi.org/10.5061/dryad.25v031b (Reinhart, Rinella, Waterman, Petersen, & Vermeire, 2018)",Yes,United States of America,United States of America,United States of America,Yes - First author,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv,Yes,9,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,NA,No,NA,NA,Yes,"Data from the controlled grazing experiment, paired plot grazing experiment, and disturbance experiment were analysed with multivariate linear models fit with a FORTRAN program (Intel Corporation, 2018). 
AND
One of the disturbance experiment responses (surface soil stability) was not normally distributed, so this response was analysed with a bootstrap procedure (Efron & Tibshirani, 1993) implemented in Wolfram Mathematica (Wolfram Research, 2017).
AND
Analyses were performed in R (R Development Core Team, 2011).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"For data Q10 'How complete are the archived data?' - I checked that all variables and factor levels in the figures and tables can also be found in the archived data, which was the case. So I assumed ALL the results can be reproduced (without checking code).",2025-09-29,NA,NA,NA,NA,NA,NA,34
2025/09/29 1:18:25 pm GMT,374,http://doi.org/10.1111/1365-2664.13100,2018,Journal of Applied Ecology,Research Article,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.q755t (Jansen, Anten, Bongers, Martínez-Ramos, & Zuidema, 2018).",Yes,Switzerland,Switzerland,Mexico,NA,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.xls(x),Yes,5,All the data necessary to reproduce all analyses and results are archived.,No,NA,No,NA,No,NA,NA,Yes,NA,Yes,No - but it is described in the Supplemental Materials,"All simulations were performed in r (R Development Core Team, 2014). r script for our simulations can be found in Appendix S3.",Yes,Supplementary materials,No,Yes,NA,"R (including Rmarkdown, Quarto)","native source code (e.g. .R, .py, .jl, etc)",No,NA,10,No,Not an R package,NA,No,No,NA,11,Unclear,NA,"It does not use unit tests, no continous integration and no containers, on another note, I'm not totally familiar with R so this may be nothing but it seems to assume that a folder called C:\R workspace exists to load some data: ""load(file=""C:/R workspace/objects/LSr2norm.RData"")"", if this is default R behaviour then its nothing but if it should be provided by the author I could not find it. (also, there must be a better way to get the R workspace path if it comes with R)",Unclear,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,88
2025/09/29 1:18:26 pm GMT,1225,https://doi.org/10.1111/2041-210X.14387,2024,Methods in Ecology and Evolution,Application,"According to the authors, data from the example by Cockle et al. (2019) are available at the Knowledge Network for Biocomplexity https://doi.org/10.5063/f1mc8x92. In addition, data from Folio et al. (2019) and Maron (2007) are available in the R packages good and GLMsData, respectively. The good package is available at R CRAN https://cran.r-project.org/web/packages/good/index.html (Tur & Fernández-Fontelo, 2024) as well as at GitHub https://github.com/afernandez1303/good.git.",Yes,Spain,Spain,NO DATA COLLECTED,No authors are based in the georegion,NA,Yes,Yes,"GitHub, GitLab, Codeberg or similar platform;Knowledge Network for Biocomplexity",Yes,Yes,Yes,.csv/.tsv;.rda,No,NA,Most data are provided with only small omissions (~75% of analyses can be repeated).,Yes,CC BY;CC0,Unsure,NA,Unclear,NA,NA,Yes,NA,Yes,Yes,NA,Yes,"GitHub, Codeberg, Gitlab, or similar platform",No,Yes,Yes,"R (including Rmarkdown, Quarto)","native source code (e.g. .R, .py, .jl, etc)",No,NA,10,No,No,NA,No,Yes,GPL,1,No,NA,The R package includes unit tests.,No,NA,No,"""Package ‘good’ was removed from the CRAN repository. Archived on 2024-11-07 as email to the maintainer is undeliverable.""",2025-09-29,NA,NA,NA,NA,NA,NA,13
2025/09/29 1:19:02 pm GMT,1773,10.1111/1365-2656.12729,2017,Journal of Animal Ecology,Research Article,"Data available from the Dryad Digital Repository: https://doi.org/10.5061/dryad.47p7c (Keiser, Pinter-Wollman, Ziemba, Kothamasu, & Pruitt, 2017).",Yes,United States of America,United States of America,South Africa,No authors are based in the georegion;Data labourers are in the Acknowledgements but it is unclear where they are based,"Organisms collected from South Africa, study performed in lab in authors' georegion",Yes,Yes,Dryad,Yes,Yes,Yes,.xls(x),No,NA,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,Yes,1,No,NA,United States of America,Yes,"LMMs were implemented using the lme4 package (Bates, Mächler, Bolker, & Walker, 2014) in R version 3.1.2 (R Core Team, 2014)",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,124
2025/09/29 1:19:03 pm GMT,238,http://doi.org/10.1111/1365-2664.13714,2020,Journal of Applied Ecology,Research Article,"Data available via the Dryad Digital Repository: https://doi.org/10.5061/dryad.n02v6wwtx (Domínguez, Cervantes, & Arjona, 2020).",Yes,Spain,Spain,Spain,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv,Yes,3,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,NA,No,NA,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,123
2025/09/29 1:19:35 pm GMT,31,10.1111/1365-2656.13848,2022,Journal of Animal Ecology,Research Article,"All the data as well as the predicted δ34S isoscape with 25, 50, 100 and 200 km grid cell sizes, and the δ34S uncertainty layer are available from Zenodo Repository https://doi.org/10.5281/zenodo.6334822 (Brlík, Procházka, et al., 2022). Sample metadata are stored at the AviSample Network metadata repository and can be found under the permanent identifiers—Collection 1: AS04233–AS04251; Collection 2: AS04229–AS04232; Collection 3: AS00001–AS00117 (Brlík, Pipek, et al., 2022).",Yes,Czechia,Czechia,NO DATA COLLECTED,NA,NA,Yes,Yes,Zenodo,Yes,Yes,Yes,.csv/.tsv;tif,Yes,4,Unsure,Yes,CC BY,No,NA,No,NA,NA,Yes,"We compiled the spatial distributions of δ34S covariates and pre-pared the interannual climate variability layers using Google EarthEngine (Gorelick et al., 2017). Subsequent analyses were conductedin R 4.1.2 (R Core Team, 2021).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,143
2025/09/29 1:20:45 pm GMT,1443,10.1111/1365-2664.13537,2019,Journal of Applied Ecology,Research Article,"Data available via the Dryad Digital Repository https://doi.org/10.5061/dryad.cfxpnvx2c (Valdés et al., 2019).",Yes,France,France,Belgium;France;Germany;Sweden,Yes - First author;Yes - Last author;Yes - One or more middle authors;Data labourers are in the Acknowledgements but it is unclear where they are based,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv,Yes,3,Some analyses can be repeated but not all (~50% of analyses can be repeated).,Yes,CC0,Yes,1,No,NA,NA,Yes,"Statistical analyses were carried out in R 3.4.2 (R Core Team, 2018) using the packages piecewiseSEM (Lefcheck, 2016) and nlme (Pinheiro, Bates, DebRoy, & Sarkar, 2016).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,I used the corresponding author's country as listed on the paper website - France (it differed to that listed on the spreadsheet - Sweden).,2025-09-29,NA,NA,NA,NA,NA,NA,75
