paper_number,doi,year_published,journal,article_type,data_used,data_availability,data_availability_text,data_link,data_archive,data_doi,data_license,data_license_type,data_download,data_open,data_format,data_README,data_README_scale,data_completeness,code_used,code_alert,code_archived,code_availability,code_link,code_archive,code_doi,code_license,code_license_type,code_CITATION,code_download,code_open,code_format,code_language,code_README,code_README_scale,code_annotation_scale,code_vignette,code_Rpackage_available,code_OTHERpackage_available,code_application_cited,code_comments,country_corresponding,country_first,georegion_data,georegion_author_match,georegion_data_cited,equity_comments,comments,course_of_action,justification,recorder_ID
1953,10.1111/1365-2435.13617,2020,Functional Ecology,Research Article,Yes,No,"Data were archived in the Dryad Digital Repository: https://doi.org/10.5061/dryad.wwpzgmsgp (Tan, Peiffer, Ali, Luthe, & Felton, 2020).",No,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),No,NA,Most data are provided with only small omissions (~75% of analyses can be repeated).,Unsure,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,United States of America,United States of America,Yes - First author;Yes - Last author;Yes - One or more middle authors,United States of America,NA,Unsure about the author's use of code as not clearly mentioned,None,Comment information documented in answers,147
1188,10.1002/pan3.10133,2020,People and Nature,Research Article,Yes,Yes,"All data from this study are publically available in the online database Dryad Digital Repository: https://doi-org.libproxy.ucl.ac.uk/10.5061/dryad.brv15dv75 (Miller et al., 2020).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),No,NA,Some analyses can be repeated but not all (~50% of analyses can be repeated).,Yes,NA,"Yes, but it's not explicitly mentioned in the data archiving statement",No - but it is described in the Methods,Yes,Dryad,Yes,Yes,CC0,No,Yes,Yes,.txt,"R (including Rmarkdown, Quarto)",No,NA,9,No,Not an R package,NA,NA,NA,United States of America,Indonesia;United States of America,Indonesia,Yes - Last author;Yes - One or more middle authors;Authors are from SOME regions data was collected from but not all,NA,NA,The code refers to a dataset that does not exist in the archived data and the data in the archive do not match those mentioned in the code.,None,Comment information documented in answers,108
534,http://doi.org/10.1111/1365-2435.13258,2018,Functional Ecology,Research Article,Yes,Yes,"Data deposited in the Dryad Digital Repository: https://doi.org/10.5061/dryad.30nm60b (Goos, Swain, Munch, & Walsh, 2019).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),No,NA,All the data necessary to reproduce all analyses and results are archived.,Unsure,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,United States of America,United States of America,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,NA,"Seems like code would be needed for the statistical analysis, but i cant see any reference to code in the ms",None,Comment information documented in answers,123
7944,10.1111/1365-2435.13928,2021,Functional Ecology,Research Article,Yes,Yes,"Simulation outputs and Supporting Information files are deposited in the Monash University research data repository https://doi.org/10.26180/15130803 (Duffy et al., 2021). Critical limit datasets are published with their respective sources.",Yes,Institutional repository,Yes,Yes,CC BY,Yes,Yes,.csv/.tsv;.nex,Yes,4,Unsure,Yes,NA,Yes,No,Yes,Institutional repository,Yes,Yes,CC BY,No,Yes,Yes,.html;.pdf,"R (including Rmarkdown, Quarto)",No,NA,8,Unsure,Not an R package,NA,NA,"Code is an example of how to conduct simulations, so not sure if it's complete, and as it's in markdown, it could be considered a vignette - but that's all there is",Australia,Australia,NA,NA,NA,Simulation data and compilation of the existing database,"I am encountering an issue when attempting to download data from an institutional repository. Security issue: ‚ÄòYour connection is not private., Attackers might be trying to steal your information from au-east.erc.monash.edu.au (for example, passwords, messages, or credit cards). Learn more about this warning
net::ERR_CERT_DATE_INVALID"" i am enable to modify my system clock on because of security from my institutional computer",Edit,Updated answers based on gaining repository access,2
1957,http://doi.org/10.1111/1365-2656.12997,2019,Journal of Animal Ecology,Research Article,No,NA,Data on H5N1 outbreaks are available from FAO (http://empres-i.fao.org/eipws3g/) and OIE (http://www.oie.int/wahid). Waterbird community data are available from IWC Online database of Wetlands International (http://iwc.wetlands.org). NDVI data are available from https://neo.sci.gsfc.nasa.gov/view.php?datasetId=MOD_NDVI_M. Human density data are available from http://sedac.ciesin.columbia.edu/data/collection/gpw-v4. Poultry density data are available from http://www.fao.org/ag/againfo/resources/documents/multimedia/popup/glw.html. Climate data are available from https://crudata.uea.ac.uk/cru/data/hrg/. Waterbody data are available from: https://www.worldwildlife.org/pages/global-lakes-and-wetlands-database.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,All logistic regression models were fitted using R 3.5.1.,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,China;Netherlands (Kingdom of the),NO DATA COLLECTED,NA,NA,NA,The accessibility of the relevant data needed to replicate the study is unclear,Edit,Data are not novel so have updated answers to reflect this,147
215,10.1111/1365-2656.13553,2021,Journal of Animal Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.63xsj3v2g (Wood et al., 2021).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),No,NA,All the data necessary to reproduce all analyses and results are archived.,Yes,"The function rarefy from the vegan package (Oksanen et al., 2015) was used to calculate dietary breadth values based on the observed frequencies of collected botanical families, chosen at random without replacement 1,000 times.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Belgium,Belgium,"Armenia;Austria;Azerbaijan;Belgium;Bosnia and Herzegovina;Bulgaria;Canada;Croatia;Denmark;Finland;France;Georgia;Germany;Greece;Hungary;Iran (Islamic Republic of);Ireland;Italy;Lebanon;Mongolia;Morocco;Netherlands (Kingdom of the);North Macedonia;Norway;Poland;Portugal;Romania;Russian Federation;Serbia;Slovakia;Slovenia;Spain;Sweden;Switzerland;T?ºrkiye;Turkmenistan;United Kingdom of Great Britain and Northern Ireland;United States of America;Some names corresponded to no longer existing countries [Yugoslavia] or regions [Transcaucasus]. As a conservative approach, I selected all countries in those regions.",Data labourers are in the Acknowledgements but it is unclear where they are based;Authors are from SOME regions data was collected from but not all,NA,"They gathered data from natural museum collections, but I considered the original country of observation.",Doubts with data equity due to the origin of samples/data [museum collections],None,Comment information documented in answers,55
1185,10.1111/1365-2745.14171,2023,Journal of Ecology,Research Article,No,NA,"The data that support the findings of this study are available at Figshare https://doi.org/10.6084/m9.figshare.23660070 (E-Vojtk?? et al., 2023).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,"All statistical analyses were performed in the R statistical environment (R Development Core Team, 2020)",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Czechia,Czechia,NO DATA COLLECTED,Yes - First author;Yes - Last author;Yes - One or more middle authors,UNCLEAR,Data compiled from databases,Data compiled from vegetation and trait database; Raw data was not provided,Edit,Data are not novel so have updated answers to reflect this,1
1243,10.1111/1365-2435.13523,2020,Functional Ecology,Research Article,Yes,Yes,Data available from the Research Data Australia (RDA) online portal: http://handle.unsw.edu.au/1959.4/resource/collection/resdatac_1003/1.,Yes,Institutional repository,Yes,Yes,CC BY,Yes,Yes,.csv/.tsv,Yes,5,Unsure,Yes,"All statistical analyses were conducted in r, version r v3.4.2 (RC Team, 2018).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Australia,Australia,Australia,Yes - First author;Yes - Last author;Yes - One or more middle authors,UNCLEAR,NA,"I am unable to open the link provided for data accessibility. The specific message from chrome was ""This site can‚Äôt be reached"".",Edit,Updated answers based on gaining repository access,1
1302,http://doi.org/10.1111/2041-210X.13093,2018,Methods in Ecology and Evolution,Research Article,No,NA,"
DATA ACCESSIBILITY

The data used in this study are included with the r package, available at https://doi.org/10.5281/zenodo.1411517 (Maclean, 2018).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,"GitHub, Codeberg, Gitlab, or similar platform;Zenodo",Yes,Yes,CC0;GPL;GPL in the DESCRIPTION file and Open in Zenodo,No,Yes,Yes,"native source code (e.g. .R, .py, .jl, etc)","R (including Rmarkdown, Quarto)",Yes,3,9,Yes,Unable to check,NA,NA,"No unit tests or CI, no sign that it was ever submitted to CRAN, not updated on GitHub since publication",NA,NA,NA,NA,NA,NA,"The data used to test the models were assembled from different published sources, mostly GIS data, and they were included in the package. reproducibility is pretty good.",None,Comment information documented in answers,4
7076,10.1111/1365-2656.13249,2020,Journal of Animal Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository: https://doi.
org/10.5061/dryad.wstqjq2hk (Tsang, Gu?©nard, & Bonebrake,2020).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,8,All the data necessary to reproduce all analyses and results are archived.,Yes,"All species- and assemblagelevel analyses were conducted in R version 3.6.0 (R Development
Core Team, 2019).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hong Kong, Special Administrative Region","Hong Kong, Special Administrative Region","Hong Kong, Special Administrative Region",Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,NA,"For paper 7076, the country of the corresponding author is listed as China. However, in the paper the authors are from Hong Kong, which has its own entry in the Google Form (separate from the entry ""China""). I went ahead and completed the extraction using Hong Kong, bt you may want to correct either the Google Sheet or the form for your consistency.",None,Comment information documented in answers,71
2497,10.1111/2041-210X.13082,2018,Methods in Ecology and Evolution,Research Article,Yes,No,"Data from Maxwell's duikers in Tai National Park are archived at the Dryad Data Repository https://doi.org/10.5061/dryad.b4c70 (Howe et al., 2017), as are the raw Montrave Estate cue count data (https://doi.org/10.5061/dryad.j2p2h3s), which are also available as Distance projects at https://synergy.st-andrews.ac.uk/ds-manda/#montrave-songbird-case-study and http://distancesampling.org/ (Howe, Buckland, Despres-Einspenner, & K?ºhl, 2018).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,"Simulations were performed using r software, version 3.3.2 (R Core Team, 2016).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,Canada;United Kingdom of Great Britain and Northern Ireland,NO DATA COLLECTED,NA,NA,Data that is re-used is likely a result of parachute science.,"The paper generates simulated data (which doesn't seem to be archived) then tests that on two other real datasets. Both datasets were re-used from previous papers, one dataset was previously archived, and the second dataset is old but never archived until this paper archives it. We focused our answers on the simulated data, so no archived data.",None,Comment information documented in answers,73
1346,10.1111/1365-2435.14258,2023,Functional Ecology,Research Article,Yes,Yes,Data are available from the Dryad Digital Repository https://doi.org/10.5061/dryad.3n5tb2rmr.,Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),Yes,8,All the data necessary to reproduce all analyses and results are archived.,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,China,China,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,NA,"Unsure if code used: ""All statistical analyses were conducted using software package SPSS version 13.0 (SPSS Inc.)."" I'm unsure if this counts as code or not.",Edit,"I consider SPSS to not be coded, so have updated answers to reflect this",110
1072,10.1111/2041-210X.13837,2022,Methods in Ecology and Evolution,Research Article,Yes,No,The methods and results are available on GitHub (https://github.com/Lothar1999/BirdMigrationWithWind) and on Zeondo (https://doi.org/10.5281/zenodo.5997318 2022).,Yes,"GitHub, GitLab, Codeberg or similar platform;Zenodo",Yes,Yes,Other (Open),Yes,Yes,.csv/.tsv,No,NA,Unsure,Yes,NA,"Yes, but it's not explicitly mentioned in the data archiving statement",No - but it is described in the Methods,Yes,"GitHub, Codeberg, Gitlab, or similar platform;Zenodo",Yes,Yes,Other (Open),citation available in zenodo,Yes,Yes,"native source code (e.g. .R, .py, .jl, etc)","R (including Rmarkdown, Quarto)",No,NA,1,No,Not an R package,NA,NA,NA,Switzerland,Switzerland,Switzerland,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,NA,I'm not sure if the data are complete or not,None,Comment information documented in answers,82
7946,10.1111/1365-2656.14113,2024,Journal of Animal Ecology,Research Article,Yes,Yes,Data are available via the Zenodo Repository: https://doi.org/10.5281/zenodo.10658859.,Yes,Zenodo,Yes,Yes,CC BY,Yes,Yes,.RDS,Yes,6,All the data necessary to reproduce all analyses and results are archived.,Yes,NA,Yes,Yes,Yes,Zenodo,NA,Yes,CC BY,No,Yes,Yes,"native source code (e.g. .R, .py, .jl, etc);.rds","R (including Rmarkdown, Quarto)",Yes,6,8,No,Not an R package,NA,NA,NA,France,France,France,Yes - First author;Yes - Last author;Yes - One or more middle authors;Yes - Data labourers from the georegion are in the Acknowledgements,NA,NA,Many code files and rds,None,Comment information documented in answers,2
